name,firstName,lastName,Email,Department,Region,Location,Inactive,Job Title,Cost Center
James.Smith,James,Smith,James.Smith@demoexample.com,Executive Management,Americas,Austin,FALSE,,R03, L07, L08, L09
Susan.Martin,Susan,Martin,Susan.Martin@demoexample.com,Finance,Americas,San Jose,FALSE,Financial Planning Analyst,R03e, L08
Joseph.Thompson,Joseph,Thompson,Joseph.Thompson@demoexample.com,Information Technology,Americas,Austin,FALSE,RACF Security Administrator,R03e, L07e
Margaret.Garcia,Margaret,Garcia,Margaret.Garcia@demoexample.com,Information Technology,Americas,Austin,FALSE,Oracle Administrator,R03e, L07e
Christopher.Clark,Christopher,Clark,Christopher.Clark@demoexample.com,Information Technology,Americas,Austin,FALSE,SQL Server Administrator,R03e, L07e
Lisa.Rodriguez,Lisa,Rodriguez,Lisa.Rodriguez@demoexample.com,Information Technology,Americas,Austin,FALSE,Information Security Analyst,R03e, L07e
Daniel.Lewis,Daniel,Lewis,Daniel.Lewis@demoexample.com,Information Technology,Americas,Austin,FALSE,,R03e, L07e
Karen.Hall,Karen,Hall,Karen.Hall@demoexample.com,Information Technology,Americas,Austin,FALSE,Information Security Analyst,R03e, L07e
Mark.Allen,Mark,Allen,Mark.Allen@demoexample.com,Engineering,Americas,Austin,FALSE,Production Developer I,R03e, L07e
Betty.Young,Betty,Young,Betty.Young@demoexample.com,Engineering,Americas,Austin,FALSE,Production Developer II,R03e, L07e
George.Wright,George,Wright,George.Wright@demoexample.com,Engineering,Americas,Austin,FALSE,Production Developer I,R03e, L07e
Sandra.Lopez,Sandra,Lopez,Sandra.Lopez@demoexample.com,Engineering,Americas,Austin,TRUE,Staging Test Engineer I,R03e, L07e
Kenneth.Hill,Kenneth,Hill,Kenneth.Hill@demoexample.com,Engineering,Americas,Austin,FALSE,Production Test Engineer II,R03e, L07e
Carol.Adams,Carol,Adams,Carol.Adams@demoexample.com,Engineering,Americas,Austin,FALSE,Production Test Engineer I,R03e, L07e
Edward.Baker,Edward,Baker,Edward.Baker@demoexample.com,Human Resources,Americas,Brazil,FALSE,Recruiter,R03e, L09e
Ruth.Gonzalez,Ruth,Gonzalez,Ruth.Gonzalez@demoexample.com,Human Resources,Americas,Brazil,FALSE,Recruiter,R03e, L09e
Ronald.Mitchell,Ronald,Mitchell,Ronald.Mitchell@demoexample.com,Human Resources,Americas,Brazil,FALSE,Recruiter,R03e, L09e
Michelle.Perez,Michelle,Perez,Michelle.Perez@demoexample.com,Human Resources,Americas,Brazil,FALSE,Training & Development Specialist,R03e, L09e
Anthony.Roberts,Anthony,Roberts,Anthony.Roberts@demoexample.com,Human Resources,Americas,Brazil,FALSE,,R03e, L09e
Sarah.Campbell,Sarah,Campbell,Sarah.Campbell@demoexample.com,Human Resources,Americas,Brazil,FALSE,Training & Development Specialist,R03e, L09e
Jason.Parker,Jason,Parker,Jason.Parker@demoexample.com,Inventory,Americas,Brazil,FALSE,Procurement Analyst,R03e, L09e
Kimberly.Evans,Kimberly,Evans,Kimberly.Evans@demoexample.com,Inventory,Americas,Brazil,FALSE,Inventory Analyst II,R03e, L09e
Gary.Stewart,Gary,Stewart,Gary.Stewart@demoexample.com,Inventory,Americas,Brazil,FALSE,Procurement Analyst,R03e, L09e
Jessica.Sanchez,Jessica,Sanchez,Jessica.Sanchez@demoexample.com,Inventory,Americas,Brazil,TRUE,Cost Savings Analyst,R03e, L09e
Timothy.Morris,Timothy,Morris,Timothy.Morris@demoexample.com,Inventory,Americas,Brazil,FALSE,Cost Savings Analyst,R03e, L09e
Cynthia.Cook,Cynthia,Cook,Cynthia.Cook@demoexample.com,Inventory,Americas,Brazil,FALSE,Cost Savings Analyst,R03e, L09e
Larry.Morgan,Larry,Morgan,Larry.Morgan@demoexample.com,Accounting,Americas,San Jose,FALSE,AP Accounting Manager,R03e, L08e
Angela.Bell,Angela,Bell,Angela.Bell@demoexample.com,Accounting,Americas,San Jose,FALSE,,R03e, L08e
Frank.Rivera,Frank,Rivera,Frank.Rivera@demoexample.com,Accounting,Americas,San Jose,FALSE,Accounts Payable Analyst,R03e, L08e
Brenda.Cooper,Brenda,Cooper,Brenda.Cooper@demoexample.com,Accounting,Americas,San Jose,FALSE,AR Accounting Manager,R03e, L08e
Scott.Richardson,Scott,Richardson,Scott.Richardson@demoexample.com,Accounting,Americas,San Jose,FALSE,Accounts Receivable Analyst,R03e, L08e
Anna.Ward,Anna,Ward,Anna.Ward@demoexample.com,Accounting,Americas,San Jose,FALSE,Accounts Receivable Analyst,R03e, L08e
Stephen.Torres,Stephen,Torres,Stephen.Torres@demoexample.com,Finance,Americas,San Jose,FALSE,Financial Planning Analyst,R03e, L08e
Rebecca.Peterson,Rebecca,Peterson,Rebecca.Peterson@demoexample.com,Finance,Americas,San Jose,FALSE,Financial Planning Analyst,R03e, L08e
Raymond.James,Raymond,James,Raymond.James@demoexample.com,Finance,Americas,San Jose,FALSE,Financial Planning Analyst,R03e, L08e
Kathleen.Watson,Kathleen,Watson,Kathleen.Watson@demoexample.com,Finance,Americas,San Jose,TRUE,Data Analyst,R03e, L08e
Gregory.Brooks,Gregory,Brooks,Gregory.Brooks@demoexample.com,Finance,Americas,San Jose,FALSE,Data Analyst,R03e, L08e
Martha.Price,Martha,Price,Martha.Price@demoexample.com,Finance,Americas,San Jose,FALSE,Data Analyst,R03e, L08e
Jerry.Bennett,Jerry,Bennett,Jerry.Bennett@demoexample.com,Executive Management,Europe,Brussels,FALSE,,R01, L01, L02, L03
Debra.Wood,Debra,Wood,Debra.Wood@demoexample.com,Regional Operations,Europe,Brussels,FALSE,Inventory Analyst I,R01, L01
Dennis.Barnes,Dennis,Barnes,Dennis.Barnes@demoexample.com,Regional Operations,Europe,Munich,FALSE,,R01, L02
Amanda.Ross,Amanda,Ross,Amanda.Ross@demoexample.com,Regional Operations,Europe,London,FALSE,,R01, L03
Walter.Henderson,Walter,Henderson,Walter.Henderson@demoexample.com,Information Technology,Europe,Brussels,FALSE,Security Architect,R01e, L01
Stephanie.Coleman,Stephanie,Coleman,Stephanie.Coleman@demoexample.com,Information Technology,Europe,Brussels,FALSE,Telecommunications and Network Manager,R01e, L01
Patrick.Jenkins,Patrick,Jenkins,Patrick.Jenkins@demoexample.com,Engineering,Europe,Brussels,FALSE,Staging Manager,R01e, L01
Carolyn.Perry,Carolyn,Perry,Carolyn.Perry@demoexample.com,Engineering,Europe,Brussels,FALSE,Staging Manager,R01e, L01
Peter.Powell,Peter,Powell,Peter.Powell@demoexample.com,Human Resources,Europe,Munich,FALSE,Compensation,R01e, L02
Christine.Long,Christine,Long,Christine.Long@demoexample.com,Human Resources,Europe,Munich,FALSE,Employment Manager,R01e, L02
Harold.Patterson,Harold,Patterson,Harold.Patterson@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Manager,R01e, L02
Marie.Hughes,Marie,Hughes,Marie.Hughes@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Buyer,R01e, L02
Douglas.Flores,Douglas,Flores,Douglas.Flores@demoexample.com,Accounting,Europe,London,FALSE,Payroll Manager,R01e, L03
Janet.Washington,Janet,Washington,Janet.Washington@demoexample.com,Accounting,Europe,London,FALSE,Payroll Manager,R01e, L03
Henry.Butler,Henry,Butler,Henry.Butler@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03
Catherine.Simmons,Catherine,Simmons,Catherine.Simmons@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03
Carl.Foster,Carl,Foster,Carl.Foster@demoexample.com,Information Technology,Europe,Brussels,FALSE,Security Architect,R01e, L01e
Frances.Gonzales,Frances,Gonzales,Frances.Gonzales@demoexample.com,Information Technology,Europe,Brussels,FALSE,Security Architect,R01e, L01e
Ryan.Russell,Ryan,Russell,Ryan.Russell@demoexample.com,Information Technology,Europe,Brussels,FALSE,Security Architect,R01e, L01e
Joyce.Griffin,Joyce,Griffin,Joyce.Griffin@demoexample.com,Information Technology,Europe,Brussels,FALSE,Network Systems Administrator,R01e, L01e
Roger.Diaz,Roger,Diaz,Roger.Diaz@demoexample.com,Information Technology,Europe,Brussels,FALSE,Network Systems Administrator,R01e, L01e
Alice.Ford,Alice,Ford,Alice.Ford@demoexample.com,Information Technology,Europe,Brussels,FALSE,Data Communications Analyst,R01e, L01e
Juan.Hamilton,Juan,Hamilton,Juan.Hamilton@demoexample.com,Engineering,Europe,Brussels,FALSE,Staging Developer II,R01e, L01e
Julie.Graham,Julie,Graham,Julie.Graham@demoexample.com,Engineering,Europe,Brussels,FALSE,Inventory Analyst I,R01e, L01e
Albert.Woods,Albert,Woods,Albert.Woods@demoexample.com,Engineering,Europe,Brussels,FALSE,Inventory Analyst I,R01e, L01e
Teresa.Cole,Teresa,Cole,Teresa.Cole@demoexample.com,Engineering,Europe,Brussels,TRUE,Staging Test Engineer I,R01e, L01e
Jonathan.West,Jonathan,West,Jonathan.West@demoexample.com,Engineering,Europe,Brussels,FALSE,Production Test Engineer I,R01e, L01e
Gloria.Reynolds,Gloria,Reynolds,Gloria.Reynolds@demoexample.com,Engineering,Europe,Brussels,FALSE,Staging Developer I,R01e, L01e
Terry.Fisher,Terry,Fisher,Terry.Fisher@demoexample.com,Human Resources,Europe,Munich,FALSE,Compensation,R01e, L02e
Evelyn.Ellis,Evelyn,Ellis,Evelyn.Ellis@demoexample.com,Human Resources,Europe,Munich,FALSE,Compensation,R01e, L02e
Keith.Mcdonald,Keith,Mcdonald,Keith.Mcdonald@demoexample.com,Human Resources,Europe,Munich,FALSE,Compensation,R01e, L02e
Cheryl.Cruz,Cheryl,Cruz,Cheryl.Cruz@demoexample.com,Human Resources,Europe,Munich,FALSE,Employee Relations Manager,R01e, L02e
Samuel.Marshall,Samuel,Marshall,Samuel.Marshall@demoexample.com,Human Resources,Europe,Munich,FALSE,Employee Relations Manager,R01e, L02e
Katherine.Murray,Katherine,Murray,Katherine.Murray@demoexample.com,Human Resources,Europe,Munich,FALSE,Employee Relations Manager,R01e, L02e
Ralph.Freeman,Ralph,Freeman,Ralph.Freeman@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Buyer,R01e, L02e
Joan.Wells,Joan,Wells,Joan.Wells@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Buyer,R01e, L02e
Nicholas.Stevens,Nicholas,Stevens,Nicholas.Stevens@demoexample.com,Inventory,Europe,Munich,FALSE,Inventory Analyst II,R01e, L02e
Judith.Tucker,Judith,Tucker,Judith.Tucker@demoexample.com,Inventory,Europe,Munich,TRUE,Procurement Buyer,R01e, L02e
Roy.Porter,Roy,Porter,Roy.Porter@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Buyer,R01e, L02e
Janice.Crawford,Janice,Crawford,Janice.Crawford@demoexample.com,Inventory,Europe,Munich,FALSE,Procurement Buyer,R01e, L02e
Bruce.Henry,Bruce,Henry,Bruce.Henry@demoexample.com,Accounting,Europe,London,FALSE,Payroll Analyst I,R01e, L03e
Kelly.Boyd,Kelly,Boyd,Kelly.Boyd@demoexample.com,Accounting,Europe,London,FALSE,Payroll Analyst I,R01e, L03e
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@demoexample.com,Accounting,Europe,London,FALSE,Payroll Analyst II,R01e, L03e
Judy.Warren,Judy,Warren,Judy.Warren@demoexample.com,Accounting,Europe,London,FALSE,Senior Payroll Analyst,R01e, L03e
Harry.Dixon,Harry,Dixon,Harry.Dixon@demoexample.com,Accounting,Europe,London,FALSE,Senior Payroll Analyst,R01e, L03e
Kathy.Burns,Kathy,Burns,Kathy.Burns@demoexample.com,Accounting,Europe,London,FALSE,Payroll Analyst I,R01e, L03e
Wayne.Gordon,Wayne,Gordon,Wayne.Gordon@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03e
Theresa.Shaw,Theresa,Shaw,Theresa.Shaw@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03e
Steve.Robertson,Steve,Robertson,Steve.Robertson@demoexample.com,Finance,Europe,London,FALSE,Inventory Analyst II,R01e, L03e
Denise.Hunt,Denise,Hunt,Denise.Hunt@demoexample.com,Finance,Europe,London,TRUE,Treasury Analyst,R01e, L03e
Louis.Black,Louis,Black,Louis.Black@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03e
Irene.Mills,Irene,Mills,Irene.Mills@demoexample.com,Finance,Europe,London,FALSE,Treasury Analyst,R01e, L03e
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@demoexample2.com,Executive Management,Asia-Pacific,Singapore,FALSE,Operations Manager,R02, L04, L05, L06
Jane.Grant,Jane,Grant,Jane.Grant@demoexample.com,Regional Operations,Asia-Pacific,Singapore,FALSE,SOX Access Reviewer,R02, L04
Randy.Knight,Randy,Knight,Randy.Knight@demoexample.com,Regional Operations,Asia-Pacific,Tokyo,FALSE,Operations Director,R02, L05
Lori.Ferguson,Lori,Ferguson,Lori.Ferguson@demoexample.com,Regional Operations,Asia-Pacific,Taipei,FALSE,Operations Analyst,R02, L06
Howard.Rose,Howard,Rose,Howard.Rose@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,IT Distributed Systems Manager,R02e, L04
Rachel.Stone,Rachel,Stone,Rachel.Stone@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Internal Audit Manager,R02e, L04
Eugene.Hawkins,Eugene,Hawkins,Eugene.Hawkins@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,Internal Development Manager,R02e, L04
Marilyn.Dunn,Marilyn,Dunn,Marilyn.Dunn@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,Internal QA Manager,R02e, L04
Carlos.Perkins,Carlos,Perkins,Carlos.Perkins@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Compensation & Benefits Manager,R02e, L05
Andrea.Hudson,Andrea,Hudson,Andrea.Hudson@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Compensation & Benefits Manager,R02e, L05
Russell.Spencer,Russell,Spencer,Russell.Spencer@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Inventory Manager,R02e, L05
Kathryn.Gardner,Kathryn,Gardner,Kathryn.Gardner@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Inventory Manager,R02e, L05
Bobby.Stephens,Bobby,Stephens,Bobby.Stephens@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06
Louise.Payne,Louise,Payne,Louise.Payne@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06
Victor.Pierce,Victor,Pierce,Victor.Pierce@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Inventory Analyst III,R02e, L06
Sara.Berry,Sara,Berry,Sara.Berry@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06
Martin.Matthews,Martin,Matthews,Martin.Matthews@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Windows Administrator,R02e, L04e
Anne.Arnold,Anne,Arnold,Anne.Arnold@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Helpdesk Associate,R02e, L04e
Phillip.Ray,Phillip,Ray,Phillip.Ray@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Windows Administrator,R02e, L04e
Wanda.Watkins,Wanda,Watkins,Wanda.Watkins@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Internal Auditor,R02e, L04e
Todd.Olson,Todd,Olson,Todd.Olson@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Unix Administrator,R02e, L04e
Julia.Snyder,Julia,Snyder,Julia.Snyder@demoexample.com,Information Technology,Asia-Pacific,Singapore,FALSE,Internal Auditor,R02e, L04e
Craig.Hart,Craig,Hart,Craig.Hart@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,Product Developer I,R02e, L04e
Ruby.Cunningham,Ruby,Cunningham,Ruby.Cunningham@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,Product Developer II,R02e, L04e
Shawn.Andrews,Shawn,Andrews,Shawn.Andrews@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,Product Developer III,R02e, L04e
Tina.Ruiz,Tina,Ruiz,Tina.Ruiz@demoexample.com,Engineering,Asia-Pacific,Singapore,TRUE,QA Analyst,R02e, L04e
Clarence.Harper,Clarence,Harper,Clarence.Harper@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,QA Analyst,R02e, L04e
Norma.Armstrong,Norma,Armstrong,Norma.Armstrong@demoexample.com,Engineering,Asia-Pacific,Singapore,FALSE,QA Analyst,R02e, L04e
Philip.Carpenter,Philip,Carpenter,Philip.Carpenter@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Manager,R02e, L05e
Paula.Weaver,Paula,Weaver,Paula.Weaver@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Clerk,R02e, L05e
Johnny.Elliott,Johnny,Elliott,Johnny.Elliott@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Clerk,R02e, L05e
Annie.Chavez,Annie,Chavez,Annie.Chavez@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Manager,R02e, L05e
Earl.Sims,Earl,Sims,Earl.Sims@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Clerk,R02e, L05e
Emily.Kelley,Emily,Kelley,Emily.Kelley@demoexample.com,Human Resources,Asia-Pacific,Tokyo,FALSE,Benefits Clerk,R02e, L05e
Antonio.Franklin,Antonio,Franklin,Antonio.Franklin@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Inventory Analyst I,R02e, L05e
Robin.Lawson,Robin,Lawson,Robin.Lawson@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Inventory Analyst I,R02e, L05e
Bryan.Ryan,Bryan,Ryan,Bryan.Ryan@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Inventory Analyst I,R02e, L05e
Crystal.Schmidt,Crystal,Schmidt,Crystal.Schmidt@demoexample.com,Inventory,Asia-Pacific,Tokyo,TRUE,Receiving Analyst,R02e, L05e
Tony.Carr,Tony,Carr,Tony.Carr@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Receiving Analyst,R02e, L05e
Rita.Wheeler,Rita,Wheeler,Rita.Wheeler@demoexample.com,Inventory,Asia-Pacific,Tokyo,FALSE,Receiving Analyst,R02e, L05e
Mike.Chapman,Mike,Chapman,Mike.Chapman@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06e
Dawn.Oliver,Dawn,Oliver,Dawn.Oliver@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06e
Leonard.Williamson,Leonard,Williamson,Leonard.Williamson@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06e
Florence.Johnston,Florence,Johnston,Florence.Johnston@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,,R02e, L06e
Nathan.Banks,Nathan,Banks,Nathan.Banks@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06e
Edna.Mccoy,Edna,Mccoy,Edna.Mccoy@demoexample.com,Accounting,Asia-Pacific,Taipei,FALSE,Tax Accountant,R02e, L06e
Manuel.Howell,Manuel,Howell,Manuel.Howell@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06e
Tiffany.Alvarez,Tiffany,Alvarez,Tiffany.Alvarez@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06e
Curtis.Fernandez,Curtis,Fernandez,Curtis.Fernandez@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06e
Rosa.Garza,Rosa,Garza,Rosa.Garza@demoexample.com,Finance,Asia-Pacific,Taipei,TRUE,Financial Systems Analyst,R02e, L06e
Norman.Harvey,Norman,Harvey,Norman.Harvey@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06e
Grace.Stanley,Grace,Stanley,Grace.Stanley@demoexample.com,Finance,Asia-Pacific,Taipei,FALSE,Financial Systems Analyst,R02e, L06e
Alice.Becker,Alice,Becker,Alice.Becker@demoexample.com,Information Technology,Asia-Pacific,Taipei,TRUE,Support Systems Analyst,R02e, L06e
Jose.Fernandez,Jose,Fernandez,Jose.Fernandez@demoexample.com,Finance,Asia-Pacific,Taipei,TRUE,Financial Systems Analyst,R02e, L06e
